TEMPO, VELOCIDADE MÉDIA
312, 3.60
313, 4.32
314, 5.04
315, 6.12
316, 5.04
317, 5.76
318, 6.48
319, 7.20
320, 7.56
321, 5.40
322, 4.68
323, 5.04
324, 5.40
325, 6.12
326, 5.04
327, 5.76
328, 6.48
329, 6.84
330, 6.84
331, 6.84
332, 6.12
333, 6.84
334, 7.20
335, 7.20
336, 5.04
337, 4.68
338, 3.60
339, 3.96
340, 4.68
341, 3.60
342, 3.60
343, 2.88
344, 3.60
345, 3.60
346, 5.04
347, 6.12
348, 7.20
349, 7.92
350, 8.64
351, 9.00
352, 8.28
353, 8.28
354, 8.64
355, 8.64
356, 8.64
357, 6.84
358, 5.04
359, 4.32
360, 5.04
361, 5.76
362, 4.68
363, 4.32
364, 3.24
365, 4.68
366, 6.12
367, 7.20
368, 6.84
369, 6.48
370, 6.48
371, 5.76
372, 6.48
373, 7.20
374, 6.84
375, 7.56
376, 7.92
377, 7.92
378, 6.48
379, 6.84
380, 5.76
381, 6.12
382, 6.12
383, 5.40
384, 4.68
385, 6.12
386, 6.84
387, 8.28
388, 8.64
389, 6.48
390, 6.48
391, 7.20
392, 7.56
393, 6.12
394, 3.60
395, 3.24
396, 3.96
397, 4.68
398, 4.32
399, 4.32
400, 5.40
401, 5.76
402, 6.84
403, 7.20
404, 7.20
405, 7.56
406, 7.92
407, 8.28
408, 7.20
409, 6.12
410, 4.32
411, 5.04
412, 5.40
413, 5.04
414, 4.68
415, 3.60
416, 4.32
417, 5.40
418, 6.12
419, 6.48
420, 5.76
421, 5.76
422, 6.48
423, 6.84
424, 5.76
425, 6.12
426, 6.12
427, 5.04
428, 5.40
429, 4.32
430, 5.04
431, 5.76
432, 6.48
433, 7.20
434, 7.20
435, 5.76
436, 5.76
437, 6.12
438, 6.12
439, 6.84
440, 4.68
441, 3.24
442, 3.60
443, 3.96
444, 4.32
445, 4.32
446, 5.04
447, 5.76
448, 6.48
449, 6.84
450, 6.84
451, 6.12
452, 6.48
453, 6.84
454, 7.20
455, 7.56
456, 5.04
457, 3.96
458, 3.96
459, 4.32
460, 2.88
461, 2.88
462, 3.60
463, 4.32
464, 5.04
465, 5.40
466, 4.68
467, 5.40
468, 6.12
469, 6.84
470, 7.56
471, 5.76
472, 4.68
473, 4.68
474, 5.40
475, 5.76
476, 5.76
477, 4.68
478, 5.40
479, 5.40
480, 6.12
481, 7.20
482, 6.48
483, 6.84
484, 6.84
485, 7.20
486, 7.56
487, 6.12
488, 3.96
489, 2.88
490, 3.24
491, 2.88
492, 2.52
493, 2.52
494, 3.60
495, 4.32
496, 5.04
497, 5.40
498, 6.12
499, 5.40
500, 5.76
501, 6.12
502, 7.20
503, 5.76
504, 5.04
505, 5.76
506, 6.12
507, 6.48
508, 7.20
509, 6.12
510, 5.04
511, 5.76
512, 6.48
513, 6.84
514, 7.20
515, 7.20
516, 7.20
517, 7.56
518, 8.28
519, 7.20
520, 7.56
521, 6.12
522, 4.68
523, 5.76
524, 5.04
525, 4.32
526, 4.68
527, 5.04
528, 6.48
529, 5.40
530, 4.68
531, 3.60
532, 4.68
533, 6.12
534, 7.20
535, 6.84
536, 7.56
537, 6.84
538, 7.56
539, 8.28
540, 7.20
541, 7.56
542, 7.20
543, 7.56
544, 6.12
545, 5.76
546, 5.76
547, 6.12
548, 6.48
549, 5.04
550, 5.40
551, 5.76
552, 6.84
553, 7.92
554, 6.84
555, 7.56
556, 6.48
557, 6.12
558, 6.84
559, 7.20
560, 5.40
561, 6.12
562, 5.04
563, 3.96
564, 4.32
565, 4.68
566, 5.04
567, 6.12
568, 6.84
569, 7.56
570, 7.92
571, 6.84
572, 7.20
573, 7.56
574, 7.20
575, 6.12
576, 4.68
577, 5.04
578, 5.40
579, 5.76
580, 4.68
581, 3.60
582, 4.68
583, 5.76
584, 6.84
585, 6.84
586, 6.12
587, 6.84
588, 7.20
589, 7.56
590, 7.92
591, 4.68
592, 3.24
593, 3.24
594, 3.60
595, 2.16
596, 2.52
597, 3.24
598, 3.60
599, 4.68
600, 5.04
601, 6.12
602, 5.76
603, 6.48
604, 7.20
605, 7.56
606, 7.20
607, 5.04
608, 5.04
609, 5.40
610, 5.76
611, 6.12
612, 4.68
613, 5.04
614, 4.68
615, 5.40
616, 6.48
617, 6.48
618, 6.12
619, 6.12
620, 6.84
621, 6.84
622, 6.48
623, 5.76
624, 4.32
625, 3.96
626, 4.32
627, 3.96
628, 4.32
629, 3.96
630, 4.68
631, 5.40
632, 5.76
633, 4.32
634, 5.40
635, 6.12
636, 6.48
637, 7.20
638, 5.04
639, 4.68
640, 5.04
641, 5.40
642, 5.76
643, 6.12
644, 6.48
645, 4.32
646, 5.40
647, 6.48
648, 7.20
649, 6.12
650, 6.12
651, 6.84
652, 7.20
653, 7.56
654, 5.76
655, 4.32
656, 4.32
657, 4.68
658, 2.16
659, 2.88
660, 3.24
661, 4.32
662, 5.04
663, 5.76
664, 6.48
665, 6.12
666, 6.84
667, 7.56
668, 7.20
669, 6.48
670, 5.40
671, 5.76
672, 6.48
673, 7.56
674, 5.04
675, 4.32
676, 5.04
677, 5.76
678, 6.48
679, 6.48
680, 6.84
681, 7.20
682, 7.20
683, 7.92
684, 8.28
685, 7.20
686, 6.12
687, 5.40
688, 5.76
689, 5.76
690, 5.40
691, 3.96
692, 4.32
693, 5.04
694, 5.04
695, 5.76
696, 5.04
697, 6.12
698, 7.56
699, 7.20
700, 6.12
701, 6.12
702, 7.20
703, 7.92
704, 8.64
705, 7.56
706, 7.20
707, 7.20
708, 7.56
709, 6.48
710, 6.12
711, 6.48
712, 5.40
713, 5.76
714, 6.12
715, 4.68
716, 4.32
717, 5.04
718, 4.32
719, 5.04
720, 5.04
721, 6.12
722, 6.84
723, 6.12
724, 6.48
725, 6.84
726, 4.68
727, 5.40
728, 4.68
729, 5.04
730, 5.76
731, 6.84
732, 6.48
733, 5.76
734, 5.76
735, 5.04
736, 5.40
737, 5.40
738, 5.40
739, 6.12
740, 4.68
741, 5.04
742, 5.76
743, 6.48
744, 5.76
745, 5.04
746, 4.32
747, 5.04
748, 5.40
749, 3.60
750, 4.32
751, 3.24
752, 3.96
753, 3.96
754, 4.68
755, 5.04
756, 4.32
757, 5.04
758, 6.12
759, 6.84
760, 6.84
761, 6.84
762, 7.56
763, 7.56
764, 7.92
765, 7.20
766, 6.12
767, 4.32
768, 5.04
769, 5.76
770, 5.40
771, 5.76
772, 5.40
773, 6.12
774, 6.84
775, 7.56
776, 6.48
777, 5.40
778, 4.68
779, 5.76
780, 4.32
781, 3.24
782, 3.60
783, 3.60
784, 4.32
785, 5.04
786, 5.40
787, 4.32
788, 4.68
789, 6.12
790, 6.48
791, 6.48
792, 6.48
793, 6.48
794, 7.56
795, 7.92
796, 6.84
797, 6.12
798, 6.48
799, 6.84
800, 7.20
801, 6.12
802, 5.04
803, 5.04
804, 6.12
805, 6.48
806, 7.56
807, 6.12
808, 5.04
809, 5.04
810, 3.96
811, 3.96
812, 3.60
813, 3.96
814, 4.32
815, 4.32
816, 4.68
817, 3.24
818, 3.24
819, 4.68
820, 5.76
821, 6.84
822, 7.56
823, 7.56
824, 7.92
825, 8.28
826, 8.28
827, 8.64
828, 6.12
829, 4.68
830, 3.24
831, 3.96
832, 4.68
833, 3.60
834, 3.60
835, 4.68
836, 5.76
837, 6.84
838, 7.92
839, 9.00
840, 9.00
841, 7.56
842, 7.20
843, 7.20
844, 5.76
845, 6.12
846, 5.40
847, 5.76
848, 6.12
849, 5.04
850, 5.76
851, 6.12
852, 6.48
853, 7.20
854, 7.56
855, 6.84
856, 5.40
857, 4.32
858, 3.96
859, 3.60
860, 2.52
861, 2.16
862, 2.16
863, 3.96
864, 5.76
865, 6.84
866, 6.84
867, 7.56
868, 6.84
869, 5.76
870, 6.48
871, 7.20
872, 6.12
873, 6.84
874, 7.20
875, 7.20
876, 6.84
877, 7.92
878, 8.28
879, 7.92
880, 7.20
881, 6.48
882, 7.20
883, 7.56
884, 7.56
885, 6.48
886, 5.40
887, 3.60
888, 4.68
889, 5.76
890, 5.76
891, 5.40
892, 3.24
893, 3.24
894, 3.96
895, 5.04
896, 5.76
897, 6.48
898, 6.84
899, 5.40
900, 6.48
901, 5.40
902, 5.40
903, 5.04
904, 5.76
905, 6.12
906, 6.12
907, 6.48
908, 5.76
909, 6.12
910, 6.84
911, 7.20
912, 6.12
913, 6.48
914, 6.48
915, 7.20
916, 7.56
917, 6.12
918, 4.32
919, 5.04
920, 5.40
921, 6.12
922, 5.76
923, 5.40
924, 5.40
925, 6.48
926, 7.20
927, 6.48
928, 5.76
929, 5.40
930, 5.76
931, 3.96
932, 4.32
933, 3.24
934, 3.60
935, 3.96
936, 4.68
937, 5.40
938, 4.68
939, 5.76
940, 6.84
941, 7.20
942, 6.12
943, 6.48
944, 6.84
945, 7.20
946, 7.56
947, 5.76
948, 5.40
949, 5.40
950, 6.12
951, 6.12
952, 6.48
953, 5.04
954, 5.40
955, 5.76
956, 6.48
957, 5.40
958, 4.32
959, 4.68
960, 5.04
961, 5.40
962, 5.40
963, 4.68
964, 5.04
965, 5.76
966, 6.48
967, 6.84
968, 7.20
969, 4.68
970, 5.40
971, 6.12
972, 6.84
973, 5.76
974, 4.68
975, 4.68
976, 5.04
977, 3.24
978, 4.32
979, 4.68
980, 3.96
981, 3.96
982, 5.04
983, 5.76
984, 6.48
985, 5.04
986, 5.40
987, 6.12
988, 5.40
989, 5.76
990, 6.12
991, 6.48
992, 6.84
993, 7.20
994, 6.48
995, 6.84
996, 5.76
997, 5.76
998, 6.12
999, 6.48
1000, 6.84
